Alcohol,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free Sulfur Dioxide,Total Sulfur Dioxide,Density,pH,Sulphates,Quality
11.841694527491274,0.6335922437030418,0.730366623559695,4.139624956958795,0.0656019894506829,15.304428562528416,43.73141779743775,1.0260936001785388,3.3577596998633856,0.7093563254087075,48.33958393156948
13.006325564606936,0.109057326090484,0.4284755873714088,6.296183027065931,0.11763847211153144,12.607343006901392,48.58173827316545,1.0208120500340403,3.2769177017324487,0.9200364560910521,52.06929005363398
12.219343632501507,0.5282435762715005,0.47084039099286823,7.785842640282813,0.036108741016061534,3.6753840452558455,71.47509570064149,1.0369282397663107,3.6023351294557564,0.8191621925855173,43.81433755603473
11.814182280978278,0.7378933518469438,0.2254685277754607,8.515577942834893,0.07644531509833091,14.748573733930083,64.08530105723321,1.0432246918551324,3.1073241050299516,0.30309228380047276,49.60689304579373
10.965583595372333,0.13957788882168154,0.5445387151294251,8.164127137140637,0.020111112040762397,10.05564580560932,16.34346815480308,0.9901207152282953,2.9742795394767247,0.2533258928926242,51.58735321136393
12.521258791466593,0.8915693347213571,0.27261432780285155,1.6607708859341797,0.08202294731860425,30.75416618284507,24.173007316966626,1.0484176197770367,3.2660266251190526,0.953671439327537,58.74004520186999
11.063110478838848,0.5680732749721058,0.5195556130886839,8.283895525035856,0.03168875568739099,5.353503694394192,16.350011823011155,1.010647244218375,3.2406353447219676,0.32928328113700567,52.445238698859065
14.242411005474558,0.12759494349314612,0.15271030401666288,0.5862905888377212,0.11674445324243624,6.603560636213997,13.11311131788401,1.0139476405003316,3.020524103078164,0.7033249321650754,49.8704715530108
14.745639323507206,0.30197225072875616,0.14352218310704293,2.001706815505686,0.13190280953517572,11.861901734246443,79.84044261505365,1.012060992026501,3.754562295846383,0.3886125280407286,43.89766071074697
10.684090631780444,0.9583081267845817,0.3753267670727942,6.2292672006598915,0.1975473919685722,12.233046344076898,86.58630168966872,1.0406618029997332,3.568147788108208,0.6124385043053956,38.624366660422304
13.542075266578653,0.6240877597468498,0.38413756359948675,1.1469252544690434,0.0470763458292936,34.005892531148405,47.45600490035047,1.0342075583364303,2.9257911634895684,0.5900191192584094,56.73077544446455
11.702264438270332,0.19672531099192408,0.24129833842128515,6.033475950562001,0.04936840827246814,31.860062601569002,97.19567060701488,1.000734653555687,3.440159557107785,0.7749834371051235,47.76939379768747
11.976311927657527,0.35879005205250536,0.11843716533002101,3.0796569136356378,0.19000970853205537,23.56678969500379,87.7237932012698,1.0144856133454765,3.0538031869501716,0.8564298341848455,41.084358291460745
14.479176468048628,0.5110332632744358,0.035289485292507354,4.294665851546483,0.1742817593067955,12.254958475541816,87.43465394875717,0.990163603893721,3.4112201367466626,0.9990838697899812,45.834590029062035
8.497252407385208,0.11885506234095743,0.02270864455903453,3.15151503445478,0.1270502693930716,13.436255775228702,43.04659599396432,1.038186799274188,3.6712525593729497,0.36682214560237647,34.322031982053076
8.609905097910785,0.47045396225238295,0.24439526100582812,0.7017356786490447,0.1698673749825397,24.09651272432314,95.89124467939146,1.0041768285731656,3.3130536160650608,0.5493307782863791,26.985595089914888
8.14152878208228,0.5405127718912284,0.41566809794574344,5.0075875292196095,0.049841507497082806,29.854795791828135,77.40368610704775,0.9949810014176054,3.4968648886858995,0.5008067178090234,39.30845431726683
13.828338918835566,0.319310087753109,0.6536189531755143,9.635994443948874,0.17606547634405284,15.979824149229527,41.8323186196952,1.0296461381210718,3.446438929059197,0.22703545386808424,62.3043771290715
13.447097256648954,0.6297751002627879,0.42738453064260806,6.117833481601272,0.17478842683818172,20.872919117130632,89.99496045504647,1.0031457363702942,3.477605859758019,0.38946161893418857,49.68229484150307
14.090085037727734,0.7779161076329592,0.8136457374917536,3.000318716171253,0.0571413272112119,35.63329232477506,10.370106996861598,1.022940461020789,3.3781171345106578,0.6371590169953713,70.90742973099144
14.850328395629347,0.31225080169507197,0.03169782411786637,9.561498341240192,0.10659092970937716,26.341843411628798,61.443193711049474,0.9996722942562122,3.067031964858445,0.9015547183325354,66.08748985313994
13.594109949517065,0.658449910251989,0.1625945593865709,3.8923725195222736,0.18665711013929084,21.886455149634102,56.81555137019732,1.0374065011658757,3.1416142695129587,0.45103817368023275,53.5129339144225
11.230355535770522,0.6756600186673675,0.3046630434931284,6.975177338688435,0.13903849927182219,3.777675984533758,17.361094647723572,1.0489184115132713,3.7940493466169496,0.7611382272958949,50.83072347486341
13.463704234005188,0.9536862710159569,0.5197465692586103,6.341128049224443,0.1354986300109407,7.8645932593385295,87.61208405524181,0.9964495234912137,3.638206487359696,0.9520782110018552,45.902362170886455
